Time (s),AIN0 (V),AIN1 (V)
20.397000,0.091113,0.091123
20.398000,0.091126,0.091113
20.399000,0.091119,0.091116
20.400000,0.091119,0.091116
20.401000,0.091123,0.091123
20.402000,0.091123,0.091119
20.403000,0.091129,0.091126
20.404000,0.091126,0.091119
20.405000,0.091119,0.091126
20.406000,0.091126,0.091116
20.407000,0.091119,0.091119
20.408000,0.091123,0.091119
20.409000,0.091123,0.091116
20.410000,0.091119,0.091116
20.411000,0.091123,0.091119
20.412000,0.091119,0.091116
20.413000,0.091119,0.091113
20.414000,0.091116,0.091119
20.415000,0.091347,0.091350
20.416000,0.091626,0.091619
20.417000,0.091692,0.091689
20.418000,0.091743,0.091739
20.419000,0.091781,0.091774
20.420000,0.091809,0.091809
20.421000,0.091831,0.091828
20.422000,0.091844,0.091847
20.423000,0.091860,0.091856
20.424000,0.091866,0.091863
20.425000,0.091879,0.091866
20.426000,0.091875,0.091875
20.427000,0.091885,0.091875
20.428000,0.091885,0.091882
20.429000,0.091891,0.091885
20.430000,0.091891,0.091888
20.431000,0.091894,0.091888
20.432000,0.091891,0.091891
20.433000,0.091898,0.091885
20.434000,0.091891,0.091891
20.435000,0.091898,0.091891
20.436000,0.091894,0.091891
20.437000,0.091898,0.091894
20.438000,0.091898,0.091898
20.439000,0.091898,0.091894
20.440000,0.091901,0.091891
20.441000,0.091898,0.091894
20.442000,0.091898,0.091894
20.443000,0.091894,0.091894
20.444000,0.091901,0.091891
20.445000,0.091898,0.091898
20.446000,0.091898,0.091891
20.447000,0.091898,0.091891
20.448000,0.091894,0.091894
20.449000,0.091901,0.091891
20.450000,0.091898,0.091894
20.451000,0.091901,0.091891
20.452000,0.091894,0.091894
20.453000,0.091898,0.091891
20.454000,0.091898,0.091894
20.455000,0.091894,0.091894
20.456000,0.091898,0.091894
20.457000,0.091898,0.091898
20.458000,0.091898,0.091894
20.459000,0.091898,0.091898
20.460000,0.091898,0.091894
20.461000,0.091901,0.091894
20.462000,0.091898,0.091898
20.463000,0.091901,0.091901
20.464000,0.091901,0.091894
20.465000,0.091670,0.091667
20.466000,0.091480,0.091471
20.467000,0.091369,0.091369
20.468000,0.091303,0.091293
20.469000,0.091259,0.091249
20.470000,0.091221,0.091214
20.471000,0.091198,0.091192
20.472000,0.091173,0.091173
20.473000,0.091164,0.091164
20.474000,0.091154,0.091151
20.475000,0.091151,0.091142
20.476000,0.091145,0.091142
20.477000,0.091142,0.091135
20.478000,0.091135,0.091135
20.479000,0.091135,0.091129
20.480000,0.091129,0.091129
20.481000,0.091132,0.091126
20.482000,0.091129,0.091126
20.483000,0.091129,0.091126
20.484000,0.091126,0.091123
20.485000,0.091126,0.091123
20.486000,0.091123,0.091123
20.487000,0.091119,0.091116
20.488000,0.091119,0.091119
20.489000,0.091126,0.091119
20.490000,0.091123,0.091119
20.491000,0.091123,0.091116
20.492000,0.091123,0.091123
20.493000,0.091116,0.091116
20.494000,0.091119,0.091113
20.495000,0.091119,0.091116
20.496000,0.091161,0.091161
20.497000,0.091138,0.091138
20.498000,0.091135,0.091135
20.499000,0.091129,0.091123
21.000000,0.091123,0.091119
21.001000,0.091116,0.091116
21.002000,0.091113,0.091119
21.003000,0.091116,0.091113
21.004000,0.091113,0.091110
21.005000,0.091113,0.091113
21.006000,0.091113,0.091110
21.007000,0.091110,0.091110
21.008000,0.091113,0.091104
21.009000,0.091107,0.091110
21.010000,0.091107,0.091107
21.011000,0.091110,0.091110
21.012000,0.091110,0.091107
21.013000,0.091110,0.091107
21.014000,0.091110,0.091107
21.015000,0.091335,0.091338
21.016000,0.091531,0.091521
21.017000,0.091635,0.091635
21.018000,0.091708,0.091705
21.019000,0.091755,0.091752
21.020000,0.091787,0.091787
21.021000,0.091819,0.091809
21.022000,0.091831,0.091822
21.023000,0.091847,0.091841
21.024000,0.091860,0.091850
21.025000,0.091860,0.091853
21.026000,0.091869,0.091860
21.027000,0.091869,0.091866
21.028000,0.091879,0.091869
21.029000,0.091875,0.091872
21.030000,0.091879,0.091875
21.031000,0.091885,0.091875
21.032000,0.091882,0.091882
21.033000,0.091882,0.091875
21.034000,0.091888,0.091879
21.035000,0.091885,0.091882
21.036000,0.091882,0.091882
21.037000,0.091882,0.091882
21.038000,0.091885,0.091882
21.039000,0.091888,0.091882
21.040000,0.091891,0.091885
21.041000,0.091891,0.091891
21.042000,0.091894,0.091891
21.043000,0.091891,0.091891
21.044000,0.091898,0.091894
21.045000,0.091894,0.091888
21.046000,0.091891,0.091891
21.047000,0.091891,0.091891
21.048000,0.091894,0.091888
21.049000,0.091898,0.091891
21.050000,0.091898,0.091894
21.051000,0.091898,0.091891
21.052000,0.091894,0.091901
21.053000,0.091894,0.091894
21.054000,0.091898,0.091894
21.055000,0.091904,0.091894
21.056000,0.091904,0.091898
21.057000,0.091901,0.091891
21.058000,0.091898,0.091894
21.059000,0.091898,0.091891
21.060000,0.091894,0.091894
21.061000,0.091898,0.091894
21.062000,0.091898,0.091888
21.063000,0.091901,0.091888
21.064000,0.091891,0.091898
21.065000,0.091667,0.091657
21.066000,0.091471,0.091471
21.067000,0.091372,0.091363
21.068000,0.091297,0.091293
21.069000,0.091249,0.091249
21.070000,0.091221,0.091211
21.071000,0.091192,0.091192
21.072000,0.091176,0.091170
21.073000,0.091161,0.091161
21.074000,0.091154,0.091148
21.075000,0.091142,0.091148
21.076000,0.091142,0.091138
21.077000,0.091135,0.091135
21.078000,0.091135,0.091129
21.079000,0.091135,0.091129
21.080000,0.091214,0.091214
21.081000,0.091262,0.091259
21.082000,0.091287,0.091284
21.083000,0.091306,0.091297
21.084000,0.091309,0.091309
21.085000,0.091322,0.091319
21.086000,0.091328,0.091325
21.087000,0.091331,0.091328
21.088000,0.091338,0.091331
21.089000,0.091338,0.091335
21.090000,0.091338,0.091338
21.091000,0.091341,0.091338
21.092000,0.091341,0.091338
21.093000,0.091353,0.091344
21.094000,0.091347,0.091344
21.095000,0.091344,0.091344
21.096000,0.091344,0.091341
21.097000,0.091341,0.091341
21.098000,0.091344,0.091344
21.099000,0.091347,0.091341
21.100000,0.091344,0.091341
21.101000,0.091344,0.091341
21.102000,0.091344,0.091344
21.103000,0.091344,0.091338
21.104000,0.091344,0.091338
21.105000,0.091344,0.091338
21.106000,0.091344,0.091341
21.107000,0.091341,0.091341
21.108000,0.091344,0.091338
21.109000,0.091344,0.091341
21.110000,0.091341,0.091338
21.111000,0.091341,0.091338
21.112000,0.091338,0.091341
21.113000,0.091344,0.091338
21.114000,0.091341,0.091344
21.115000,0.091569,0.091569
21.116000,0.091765,0.091762
21.117000,0.091869,0.091866
21.118000,0.091942,0.091936
21.119000,0.091989,0.091977
21.120000,0.092015,0.092012
21.121000,0.092040,0.092037
21.122000,0.091977,0.091967
21.123000,0.091948,0.091939
21.124000,0.091926,0.091920
21.125000,0.091920,0.091917
21.126000,0.091910,0.091907
21.127000,0.091910,0.091901
21.128000,0.091904,0.091898
21.129000,0.091904,0.091891
21.130000,0.091898,0.091898
21.131000,0.091901,0.091898
21.132000,0.091898,0.091888
21.133000,0.091898,0.091894
21.134000,0.091898,0.091894
21.135000,0.091894,0.091894
21.136000,0.091894,0.091888
21.137000,0.091898,0.091891
21.138000,0.091894,0.091891
21.139000,0.091894,0.091898
21.140000,0.091894,0.091891
21.141000,0.091894,0.091894
21.142000,0.091894,0.091891
21.143000,0.091898,0.091891
21.144000,0.091898,0.091888
21.145000,0.091894,0.091888
21.146000,0.091894,0.091894
21.147000,0.091894,0.091894
21.148000,0.091894,0.091898
21.149000,0.091898,0.091898
21.150000,0.091894,0.091894
21.151000,0.091901,0.091894
21.152000,0.091904,0.091888
21.153000,0.091898,0.091894
21.154000,0.091894,0.091894
21.155000,0.091894,0.091894
21.156000,0.091898,0.091894
21.157000,0.091901,0.091898
21.158000,0.091901,0.091894
21.159000,0.091898,0.091894
21.160000,0.091898,0.091894
21.161000,0.091898,0.091898
21.162000,0.091898,0.091894
21.163000,0.091901,0.091898
21.164000,0.091986,0.091983
21.165000,0.091711,0.091708
21.166000,0.091499,0.091502
21.167000,0.091382,0.091379
21.168000,0.091316,0.091312
21.169000,0.091262,0.091255
21.170000,0.091230,0.091217
21.171000,0.091202,0.091192
21.172000,0.091179,0.091173
21.173000,0.091164,0.091164
21.174000,0.091157,0.091154
21.175000,0.091148,0.091145
21.176000,0.091145,0.091138
21.177000,0.091135,0.091132
21.178000,0.091135,0.091129
21.179000,0.091129,0.091126
21.180000,0.091132,0.091129
21.181000,0.091129,0.091126
21.182000,0.091126,0.091119
21.183000,0.091129,0.091123
21.184000,0.091126,0.091123
21.185000,0.091126,0.091116
21.186000,0.091123,0.091119
21.187000,0.091123,0.091119
21.188000,0.091132,0.091135
21.189000,0.091126,0.091126
21.190000,0.091126,0.091119
21.191000,0.091123,0.091119
21.192000,0.091126,0.091123
21.193000,0.091126,0.091113
21.194000,0.091123,0.091116
21.195000,0.091123,0.091116
21.196000,0.091126,0.091119
21.197000,0.091119,0.091119
21.198000,0.091123,0.091116
21.199000,0.091119,0.091116
21.200000,0.091123,0.091116
21.201000,0.091119,0.091116
21.202000,0.091123,0.091119
21.203000,0.091116,0.091113
21.204000,0.091116,0.091116
21.205000,0.091116,0.091119
21.206000,0.091119,0.091110
21.207000,0.091116,0.091119
21.208000,0.091119,0.091113
21.209000,0.091116,0.091116
21.210000,0.091116,0.091116
21.211000,0.091116,0.091116
21.212000,0.091116,0.091113
21.213000,0.091113,0.091113
21.214000,0.091116,0.091113
21.215000,0.091347,0.091344
21.216000,0.091534,0.091534
21.217000,0.091641,0.091641
21.218000,0.091714,0.091711
21.219000,0.091762,0.091758
21.220000,0.091796,0.091793
21.221000,0.091822,0.091812
21.222000,0.091844,0.091834
21.223000,0.091853,0.091847
21.224000,0.091860,0.091860
21.225000,0.091869,0.091863
21.226000,0.091872,0.091872
21.227000,0.091882,0.091872
21.228000,0.091888,0.091875
21.229000,0.091888,0.091879
21.230000,0.091891,0.091882
21.231000,0.091891,0.091885
21.232000,0.091891,0.091888
21.233000,0.091894,0.091885
21.234000,0.091894,0.091885
21.235000,0.091888,0.091888
21.236000,0.091898,0.091888
21.237000,0.091898,0.091888
21.238000,0.091894,0.091891
21.239000,0.091894,0.091888
21.240000,0.091894,0.091888
21.241000,0.091891,0.091888
21.242000,0.091894,0.091885
21.243000,0.091894,0.091888
21.244000,0.091888,0.091891
21.245000,0.091898,0.091885
21.246000,0.091891,0.091891
21.247000,0.091891,0.091891
21.248000,0.091894,0.091894
21.249000,0.091894,0.091888
21.250000,0.091898,0.091891
21.251000,0.091894,0.091891
21.252000,0.091932,0.091936
21.253000,0.091913,0.091910
21.254000,0.091904,0.091901
21.255000,0.091901,0.091894
21.256000,0.091901,0.091888
21.257000,0.091898,0.091891
21.258000,0.091894,0.091891
21.259000,0.091888,0.091891
21.260000,0.091888,0.091888
21.261000,0.091888,0.091882
21.262000,0.091888,0.091885
21.263000,0.091891,0.091885
21.264000,0.091888,0.091882
21.265000,0.091654,0.091651
21.266000,0.091464,0.091461
21.267000,0.091357,0.091353
21.268000,0.091290,0.091284
21.269000,0.091243,0.091236
21.270000,0.091205,0.091205
21.271000,0.091183,0.091179
21.272000,0.091164,0.091161
21.273000,0.091154,0.091151
21.274000,0.091142,0.091142
21.275000,0.091132,0.091129
21.276000,0.091135,0.091129
21.277000,0.091129,0.091123
21.278000,0.091119,0.091116
21.279000,0.091119,0.091123
21.280000,0.091123,0.091116
21.281000,0.091113,0.091113
21.282000,0.091116,0.091110
21.283000,0.091126,0.091126
21.284000,0.091116,0.091119
21.285000,0.091116,0.091119
21.286000,0.091119,0.091113
21.287000,0.091116,0.091110
21.288000,0.091113,0.091110
21.289000,0.091116,0.091110
21.290000,0.091110,0.091110
21.291000,0.091116,0.091100
21.292000,0.091113,0.091110
21.293000,0.091110,0.091104
21.294000,0.091110,0.091116
21.295000,0.091113,0.091110
21.296000,0.091116,0.091107
21.297000,0.091110,0.091107
21.298000,0.091113,0.091110
21.299000,0.091110,0.091104
21.300000,0.091110,0.091107
21.301000,0.091110,0.091110
21.302000,0.091110,0.091104
21.303000,0.091110,0.091104
21.304000,0.091110,0.091104
21.305000,0.091113,0.091110
21.306000,0.091113,0.091110
21.307000,0.091116,0.091110
21.308000,0.091113,0.091110
21.309000,0.091113,0.091110
21.310000,0.091110,0.091110
21.311000,0.091113,0.091110
21.312000,0.091110,0.091110
21.313000,0.091113,0.091110
21.314000,0.091113,0.091116
21.315000,0.091341,0.091344
21.316000,0.091534,0.091534
21.317000,0.091641,0.091638
21.318000,0.091714,0.091711
21.319000,0.091762,0.091758
21.320000,0.091793,0.091790
21.321000,0.091819,0.091815
21.322000,0.091834,0.091831
21.323000,0.091850,0.091844
21.324000,0.091860,0.091856
21.325000,0.091869,0.091863
21.326000,0.091869,0.091872
21.327000,0.091875,0.091872
21.328000,0.091882,0.091875
21.329000,0.091885,0.091882
21.330000,0.091885,0.091879
21.331000,0.091885,0.091888
21.332000,0.091888,0.091882
21.333000,0.091891,0.091888
21.334000,0.091888,0.091882
21.335000,0.091891,0.091891
21.336000,0.091894,0.091885
21.337000,0.091888,0.091891
21.338000,0.091891,0.091888
21.339000,0.091894,0.091891
21.340000,0.091894,0.091888
21.341000,0.091894,0.091888
21.342000,0.091891,0.091891
21.343000,0.091894,0.091885
21.344000,0.091894,0.091891
21.345000,0.091901,0.091894
21.346000,0.091977,0.091980
21.347000,0.092027,0.092021
21.348000,0.092053,0.092049
21.349000,0.092072,0.092068
21.350000,0.092081,0.092078
21.351000,0.092091,0.092087
21.352000,0.092100,0.092100
21.353000,0.092106,0.092100
21.354000,0.092110,0.092103
21.355000,0.092110,0.092110
21.356000,0.092116,0.092110
21.357000,0.092116,0.092110
21.358000,0.092116,0.092113
21.359000,0.092119,0.092116
21.360000,0.092116,0.092113
21.361000,0.092119,0.092113
21.362000,0.092119,0.092122
21.363000,0.092125,0.092113
21.364000,0.092119,0.092116
21.365000,0.091888,0.091888
21.366000,0.091698,0.091692
21.367000,0.091597,0.091588
21.368000,0.091521,0.091518
21.369000,0.091480,0.091467
21.370000,0.091442,0.091439
21.371000,0.091417,0.091417
21.372000,0.091398,0.091401
21.373000,0.091388,0.091388
21.374000,0.091376,0.091369
21.375000,0.091369,0.091369
21.376000,0.091366,0.091366
21.377000,0.091360,0.091357
21.378000,0.091363,0.091360
21.379000,0.091363,0.091360
21.380000,0.091353,0.091357
21.381000,0.091357,0.091350
21.382000,0.091353,0.091353
21.383000,0.091353,0.091347
21.384000,0.091347,0.091347
21.385000,0.091353,0.091350
21.386000,0.091350,0.091347
21.387000,0.091344,0.091341
21.388000,0.091252,0.091252
21.389000,0.091211,0.091208
21.390000,0.091186,0.091183
21.391000,0.091170,0.091164
21.392000,0.091151,0.091154
21.393000,0.091148,0.091142
21.394000,0.091135,0.091142
21.395000,0.091129,0.091129
21.396000,0.091132,0.091129
21.397000,0.091132,0.091123
21.398000,0.091126,0.091119
21.399000,0.091123,0.091126
21.400000,0.091123,0.091119
21.401000,0.091119,0.091119
21.402000,0.091119,0.091119
21.403000,0.091119,0.091116
21.404000,0.091119,0.091116
21.405000,0.091123,0.091119
21.406000,0.091119,0.091119
21.407000,0.091119,0.091116
21.408000,0.091123,0.091113
21.409000,0.091119,0.091116
21.410000,0.091116,0.091116
21.411000,0.091119,0.091116
21.412000,0.091119,0.091116
21.413000,0.091116,0.091116
21.414000,0.091119,0.091113
21.415000,0.091347,0.091347
21.416000,0.091537,0.091537
21.417000,0.091645,0.091641
21.418000,0.091717,0.091708
21.419000,0.091765,0.091758
21.420000,0.091796,0.091793
21.421000,0.091825,0.091819
21.422000,0.091838,0.091838
21.423000,0.091856,0.091850
21.424000,0.091863,0.091856
21.425000,0.091872,0.091863
21.426000,0.091875,0.091875
21.427000,0.091882,0.091872
21.428000,0.091882,0.091882
21.429000,0.091891,0.091882
21.430000,0.091970,0.091970
21.431000,0.091939,0.091929
21.432000,0.091917,0.091913
21.433000,0.091913,0.091907
21.434000,0.091907,0.091907
21.435000,0.091901,0.091894
21.436000,0.091901,0.091901
21.437000,0.091901,0.091894
21.438000,0.091901,0.091891
21.439000,0.091904,0.091894
21.440000,0.091898,0.091894
21.441000,0.091898,0.091888
21.442000,0.091894,0.091888
21.443000,0.091894,0.091894
21.444000,0.091898,0.091894
21.445000,0.091894,0.091891
21.446000,0.091894,0.091891
21.447000,0.091898,0.091894
21.448000,0.091898,0.091888
21.449000,0.091894,0.091894
21.450000,0.091894,0.091891
21.451000,0.091894,0.091891
21.452000,0.091894,0.091891
21.453000,0.091898,0.091891
21.454000,0.091901,0.091891
21.455000,0.091901,0.091891
21.456000,0.091898,0.091894
21.457000,0.091898,0.091888
21.458000,0.091894,0.091894
21.459000,0.091894,0.091891
21.460000,0.091901,0.091891
21.461000,0.091901,0.091894
21.462000,0.091894,0.091888
21.463000,0.091894,0.091888
21.464000,0.091894,0.091891
21.465000,0.091667,0.091660
21.466000,0.091474,0.091471
21.467000,0.091366,0.091360
21.468000,0.091297,0.091297
21.469000,0.091249,0.091252
21.470000,0.091217,0.091211
21.471000,0.091192,0.091186
21.472000,0.091176,0.091173
21.473000,0.091164,0.091157
21.474000,0.091157,0.091154
21.475000,0.091151,0.091142
21.476000,0.091145,0.091142
21.477000,0.091138,0.091135
21.478000,0.091129,0.091129
21.479000,0.091126,0.091126
21.480000,0.091126,0.091132
21.481000,0.091123,0.091126
21.482000,0.091123,0.091116
21.483000,0.091123,0.091119
21.484000,0.091123,0.091123
21.485000,0.091123,0.091116
21.486000,0.091123,0.091123
21.487000,0.091123,0.091113
21.488000,0.091116,0.091119
21.489000,0.091119,0.091110
21.490000,0.091119,0.091116
21.491000,0.091123,0.091113
21.492000,0.091119,0.091119
21.493000,0.091126,0.091116
21.494000,0.091116,0.091116
21.495000,0.091123,0.091116
21.496000,0.091119,0.091116
21.497000,0.091116,0.091113
21.498000,0.091116,0.091113
21.499000,0.091123,0.091113
22.000000,0.091119,0.091116
22.001000,0.091119,0.091110
22.002000,0.091116,0.091116
22.003000,0.091116,0.091116
22.004000,0.091116,0.091116
22.005000,0.091116,0.091116
22.006000,0.091116,0.091110
22.007000,0.091119,0.091113
22.008000,0.091161,0.091154
22.009000,0.091138,0.091132
22.010000,0.091123,0.091123
22.011000,0.091119,0.091113
22.012000,0.091119,0.091107
22.013000,0.091116,0.091107
22.014000,0.091116,0.091110
22.015000,0.091338,0.091338
22.016000,0.091527,0.091524
22.017000,0.091635,0.091635
22.018000,0.091705,0.091705
22.019000,0.091749,0.091755
22.020000,0.091787,0.091787
22.021000,0.091809,0.091812
22.022000,0.091831,0.091828
22.023000,0.091841,0.091838
22.024000,0.091853,0.091850
22.025000,0.091863,0.091856
22.026000,0.091869,0.091863
22.027000,0.091872,0.091863
22.028000,0.091872,0.091872
22.029000,0.091879,0.091875
22.030000,0.091879,0.091872
22.031000,0.091875,0.091879
22.032000,0.091882,0.091875
22.033000,0.091882,0.091875
22.034000,0.091882,0.091879
22.035000,0.091885,0.091879
22.036000,0.091882,0.091879
22.037000,0.091882,0.091888
22.038000,0.091891,0.091882
22.039000,0.091888,0.091879
22.040000,0.091888,0.091882
22.041000,0.091888,0.091885
22.042000,0.091882,0.091882
22.043000,0.091882,0.091882
22.044000,0.091885,0.091882
22.045000,0.091885,0.091879
22.046000,0.091888,0.091882
22.047000,0.091888,0.091882
22.048000,0.091888,0.091885
22.049000,0.091891,0.091882
22.050000,0.091882,0.091882
22.051000,0.091885,0.091882
22.052000,0.091882,0.091885
22.053000,0.091888,0.091882
22.054000,0.091888,0.091885
22.055000,0.091885,0.091885
22.056000,0.091888,0.091885
22.057000,0.091891,0.091885
22.058000,0.091888,0.091888
22.059000,0.091891,0.091891
22.060000,0.091894,0.091891
22.061000,0.091898,0.091891
22.062000,0.091894,0.091894
22.063000,0.091891,0.091888
22.064000,0.091894,0.091891
22.065000,0.091670,0.091657
22.066000,0.091471,0.091467
22.067000,0.091363,0.091357
22.068000,0.091293,0.091290
22.069000,0.091255,0.091262
22.070000,0.091224,0.091221
22.071000,0.091192,0.091189
22.072000,0.091179,0.091170
22.073000,0.091164,0.091157
22.074000,0.091154,0.091151
22.075000,0.091142,0.091142
22.076000,0.091142,0.091138
22.077000,0.091132,0.091129
22.078000,0.091132,0.091129
22.079000,0.091129,0.091123
22.080000,0.091126,0.091123
22.081000,0.091126,0.091123
22.082000,0.091123,0.091119
22.083000,0.091119,0.091116
22.084000,0.091123,0.091116
22.085000,0.091119,0.091116
22.086000,0.091126,0.091119
22.087000,0.091123,0.091116
22.088000,0.091123,0.091119
22.089000,0.091123,0.091119
22.090000,0.091123,0.091116
22.091000,0.091119,0.091116
22.092000,0.091116,0.091113
22.093000,0.091119,0.091113
22.094000,0.091116,0.091110
22.095000,0.091119,0.091110
22.096000,0.091116,0.091116
22.097000,0.091116,0.091113
22.098000,0.091119,0.091123
22.099000,0.091205,0.091205
22.100000,0.091249,0.091249
22.101000,0.091278,0.091274
22.102000,0.091293,0.091290
22.103000,0.091309,0.091306
22.104000,0.091316,0.091306
22.105000,0.091325,0.091322
22.106000,0.091325,0.091322
22.107000,0.091331,0.091325
22.108000,0.091328,0.091328
22.109000,0.091335,0.091331
22.110000,0.091335,0.091331
22.111000,0.091335,0.091331
22.112000,0.091335,0.091331
22.113000,0.091338,0.091335
22.114000,0.091341,0.091335
22.115000,0.091565,0.091565
22.116000,0.091762,0.091755
22.117000,0.091869,0.091863
22.118000,0.091936,0.091929
22.119000,0.091983,0.091983
22.120000,0.092021,0.092012
22.121000,0.092043,0.092040
22.122000,0.092062,0.092062
22.123000,0.092072,0.092072
22.124000,0.092091,0.092081
22.125000,0.092094,0.092091
22.126000,0.092100,0.092094
22.127000,0.092106,0.092100
22.128000,0.092106,0.092103
22.129000,0.092110,0.092103
22.130000,0.092110,0.092110
22.131000,0.092113,0.092110
22.132000,0.092116,0.092106
22.133000,0.092122,0.092110
22.134000,0.092116,0.092113
22.135000,0.092113,0.092113
22.136000,0.092116,0.092113
22.137000,0.092116,0.092113
22.138000,0.092122,0.092119
22.139000,0.092119,0.092116
22.140000,0.092116,0.092113
22.141000,0.092027,0.092024
22.142000,0.091980,0.091983
22.143000,0.091958,0.091951
22.144000,0.091942,0.091932
22.145000,0.091929,0.091926
22.146000,0.091920,0.091917
22.147000,0.091917,0.091907
22.148000,0.091910,0.091910
22.149000,0.091907,0.091907
22.150000,0.091904,0.091901
22.151000,0.091904,0.091898
22.152000,0.091901,0.091894
22.153000,0.091901,0.091894
22.154000,0.091901,0.091898
22.155000,0.091894,0.091898
22.156000,0.091898,0.091894
22.157000,0.091898,0.091894
22.158000,0.091901,0.091891
22.159000,0.091901,0.091894
22.160000,0.091901,0.091894
22.161000,0.091898,0.091894
22.162000,0.091898,0.091898
22.163000,0.091901,0.091894
22.164000,0.091901,0.091894
22.165000,0.091679,0.091676
22.166000,0.091480,0.091477
22.167000,0.091369,0.091369
22.168000,0.091300,0.091293
22.169000,0.091249,0.091252
22.170000,0.091217,0.091214
22.171000,0.091192,0.091192
22.172000,0.091179,0.091170
22.173000,0.091161,0.091164
22.174000,0.091157,0.091151
22.175000,0.091145,0.091142
22.176000,0.091142,0.091138
22.177000,0.091138,0.091135
22.178000,0.091135,0.091123
22.179000,0.091135,0.091129
22.180000,0.091129,0.091129
22.181000,0.091126,0.091129
22.182000,0.091132,0.091129
22.183000,0.091211,0.091205
22.184000,0.091170,0.091161
22.185000,0.091151,0.091145
22.186000,0.091138,0.091142
22.187000,0.091135,0.091132
22.188000,0.091132,0.091126
22.189000,0.091132,0.091126
22.190000,0.091129,0.091119
22.191000,0.091123,0.091119
22.192000,0.091119,0.091123
22.193000,0.091119,0.091119
22.194000,0.091123,0.091113
22.195000,0.091116,0.091119
22.196000,0.091123,0.091123
22.197000,0.091119,0.091116
22.198000,0.091116,0.091116
22.199000,0.091116,0.091116
22.200000,0.091119,0.091116
22.201000,0.091119,0.091116
22.202000,0.091119,0.091116
22.203000,0.091116,0.091113
22.204000,0.091116,0.091110
22.205000,0.091116,0.091116
22.206000,0.091119,0.091113
22.207000,0.091119,0.091110
22.208000,0.091116,0.091113
22.209000,0.091113,0.091107
22.210000,0.091116,0.091113
22.211000,0.091119,0.091116
22.212000,0.091113,0.091116
22.213000,0.091116,0.091110
22.214000,0.091116,0.091113
22.215000,0.091344,0.091344
22.216000,0.091534,0.091534
22.217000,0.091648,0.091638
22.218000,0.091714,0.091711
22.219000,0.091762,0.091758
22.220000,0.091796,0.091793
22.221000,0.091819,0.091815
22.222000,0.091841,0.091831
22.223000,0.091850,0.091847
22.224000,0.091860,0.091853
22.225000,0.091866,0.091866
22.226000,0.091875,0.091872
22.227000,0.091879,0.091875
22.228000,0.091882,0.091875
22.229000,0.091885,0.091879
22.230000,0.091888,0.091882
22.231000,0.091891,0.091882
22.232000,0.091894,0.091882
22.233000,0.091891,0.091885
22.234000,0.091888,0.091882
22.235000,0.091891,0.091891
22.236000,0.091891,0.091891
22.237000,0.091894,0.091888
22.238000,0.091898,0.091888
22.239000,0.091894,0.091894
22.240000,0.091894,0.091891
22.241000,0.091894,0.091891
22.242000,0.091901,0.091891
22.243000,0.091891,0.091894
22.244000,0.091894,0.091891
22.245000,0.091888,0.091888
22.246000,0.091894,0.091891
22.247000,0.091894,0.091891
22.248000,0.091891,0.091888
22.249000,0.091891,0.091891
22.250000,0.091888,0.091885
22.251000,0.091891,0.091891
22.252000,0.091894,0.091894
22.253000,0.091894,0.091891
22.254000,0.091891,0.091888
22.255000,0.091898,0.091894
22.256000,0.091901,0.091894
22.257000,0.091901,0.091894
22.258000,0.091894,0.091891
22.259000,0.091894,0.091888
22.260000,0.091894,0.091894
22.261000,0.091898,0.091891
22.262000,0.091907,0.091904
22.263000,0.091898,0.091898
22.264000,0.091942,0.091932
22.265000,0.091692,0.091686
22.266000,0.091486,0.091480
22.267000,0.091372,0.091369
22.268000,0.091306,0.091293
22.269000,0.091252,0.091249
22.270000,0.091214,0.091211
22.271000,0.091186,0.091186
22.272000,0.091173,0.091167
22.273000,0.091154,0.091154
22.274000,0.091145,0.091142
22.275000,0.091135,0.091132
22.276000,0.091132,0.091132
22.277000,0.091126,0.091123
22.278000,0.091126,0.091123
22.279000,0.091123,0.091119
22.280000,0.091123,0.091113
22.281000,0.091123,0.091113
22.282000,0.091119,0.091116
22.283000,0.091116,0.091116
22.284000,0.091113,0.091113
22.285000,0.091116,0.091110
22.286000,0.091110,0.091113
22.287000,0.091113,0.091110
22.288000,0.091110,0.091110
22.289000,0.091110,0.091113
22.290000,0.091110,0.091113
22.291000,0.091113,0.091110
22.292000,0.091113,0.091110
22.293000,0.091113,0.091110
22.294000,0.091110,0.091104
22.295000,0.091110,0.091110
22.296000,0.091110,0.091107
22.297000,0.091107,0.091110
22.298000,0.091110,0.091107
22.299000,0.091110,0.091107
22.300000,0.091113,0.091104
22.301000,0.091113,0.091107
22.302000,0.091107,0.091110
22.303000,0.091113,0.091104
22.304000,0.091110,0.091110
22.305000,0.091110,0.091107
22.306000,0.091110,0.091110
22.307000,0.091113,0.091110
22.308000,0.091113,0.091107
22.309000,0.091116,0.091104
22.310000,0.091113,0.091113
22.311000,0.091113,0.091110
22.312000,0.091116,0.091110
22.313000,0.091113,0.091116
22.314000,0.091116,0.091110
22.315000,0.091344,0.091338
22.316000,0.091527,0.091531
22.317000,0.091638,0.091641
22.318000,0.091714,0.091708
22.319000,0.091768,0.091752
22.320000,0.091793,0.091790
22.321000,0.091825,0.091815
22.322000,0.091841,0.091831
22.323000,0.091850,0.091847
22.324000,0.091860,0.091860
22.325000,0.091869,0.091866
22.326000,0.091875,0.091869
22.327000,0.091879,0.091869
